"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"919","Relación entre empleo y población, mayores de 15 años, hombres (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","Relación entre empleo y población, entre 15 y 24 años, mujeres (%) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","Multidimensional poverty index (scale 0-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","Participación en el ingreso del 10% mejor remunerado de la población",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","External health expenditure per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","Suicide mortality rate, male (per 100,000 male population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","Personas que practican la defecación al aire libre (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","People using at least basic sanitation services (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","Riesgo de mortalidad materna a lo largo de la vida (1 en: la tasa varía según el país)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","Young people (ages 15-24) newly infected with HIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","Tasa de mortalidad, neonatal (por cada 1.000 nacidos vivos)",59.7,58.7,57.8,56.8,55.7,54.3,53,51.7,50.5,49.3,48.2,47
"931","Causa de muerte, por lesiones (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Mujeres que creen que está justificado que un marido golpee a su esposa (cualquiera de las cinco razones) (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Porcentaje del gasto público en educación secundaria (% del gasto público en educación)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.13379,43.46831
"934","Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","Maestros capacitados en el ciclo superior de la educación de nivel secundario (% del total de maestros)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","Inscripción escolar, nivel secundario, mujeres (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4386501312256
"937","Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","Total de inscripciones, nivel primario, mujeres (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.13283
"939","Inscripción escolar, nivel primario, sector privado (% del total del nivel primario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9384098052979
"940","Proporción alumnos-maestro, nivel primario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.97997
"941","Inscripción escolar, nivel preprimario (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30142021179199
"942","Cobertura de los programas de seguro social en el quintil más rico (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","Cobertura de los beneficios por desempleo y los ALMP en el quintil más rico (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","Ajuste de los términos de intercambio (UMN a precios constantes)",515744115.597939,484496237.832736,567116981.502944,553493164.915819,576112077.430563,563323558.481759,698319453.524436,750011935.999427,831972064.219519,744839633.602062,851288315.011525,847419345.08621
"945","INB per cápita (moneda local constante)",1792.56938939456,1825.33478127918,1861.83834470579,1859.33274406884,1943.1918721245,1945.19720633337,1882.79825775564,1914.0278499791,1892.49516230482,1926.9856302259,1997.75552753367,2056.81517694727
"946","Ahorro interno bruto (UMN a precios actuales)",431119281.14811,393189809.53624,367776605.4071,441348408.0358,522894762.34691,550048000,528213000,535480000,399573000,587439000,457527000,448424000
"947","PIB (US$ a precios constantes de 2010)",10168767411.0665,10689857241.4439,11215707027.0026,11451951118.3708,12300225236.4755,12703067759.1904,12659937587.1629,13244962663.9128,13497867066.9789,14128114602.6041,15098988653.7367,16049108549.3378
"948","Rentas del carbón (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"949","Ahorro ajustado: daño por emisión de partículas (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","Services, value added (annual % growth)",NA,4.41453930256914,2.87513815929263,3.36771599242311,8.18041365995722,2.72035094658366,0.644649242421053,2.27165954850518,3.41239580428132,4.7071173645205,7.17034837294075,2.22509400685608
"951","Industria, valor agregado (US$ a precios actuales)",455712012.140311,380028416.890696,329349168.107814,404264037.38851,533269803.672407,568680602.733727,615152879.684406,628999517.208569,646656981.490647,798596815.369416,786082816.658994,780994377.464782
"952","Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","Presencia de fuerzas de paz (cantidad de tropas, policías y observadores militares en ejercicio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","Mercaderías exportadas por la economía informante (US$ actuales)",93300000,96500000,116800000,129800000,129700000,131970000,139720000,158090000,195190000,152440000,210300000,216770000
"955","Exportaciones de combustible (% de exportaciones de mercaderías)",NA,NA,0.139913776920793,0.134780228190053,0.400088201052588,1.62669975400557,NA,NA,0.552637848148523,0.40320643393163,0.492184120442659,1.02590839081359
"956","Mercaderías importadas desde economías en desarrollo de Asia meridional (% del total de mercaderías importadas)",0.594059405940594,0.70281124497992,0.953389830508475,0.394632991318074,0.618556701030928,0.356732571497672,0.367562600505399,0.303426384091121,0.262251448254266,0.26862834235649,0.200847210049664,0.134810386261063
"957","Import unit value index (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","Cobertura obligatoria, todos los productos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","Turismo internacional, recibos por artículos para el transporte de pasajeros (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","Completeness of birth registration, male (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","Población de 75 a 79 años, varones (% de la población masculina)",0.748730433710699,0.751302717163015,0.748862743403247,0.743727298376078,0.737854350592921,0.732469131902673,0.729315105135538,0.724506442986091,0.71873172361935,0.711950157405671,0.704771218450855,0.69878471253857
"962","Población de 50 a 54 años, varones (% de la población masculina)",3.16300856943487,3.16193901461456,3.17247529451071,3.18362589055754,3.18162451037382,3.1589110924964,3.10409661540894,3.03599113607502,2.96526443311889,2.90623421085094,2.86611118950654,2.83090041042924
"963","Población entre 15 y 64 años de edad, hombres (% del total)",51.8603356013463,51.6262256149569,51.317314433009,51.0101428000005,50.819404816828,50.7882054430152,50.7060945102228,50.7757727512847,50.9528782688612,51.1717301781227,51.3988113795152,51.5093641422469
"964","Población de 0 a 4 años, varones (% de la población masculina)",17.9797881965005,17.7364588849545,17.6620406250039,17.7093150774504,17.7713380587265,17.786029652707,17.8534047081834,17.8243217121333,17.7227629710084,17.5960782922118,17.4807940326132,17.4143818206331
"965","Prevalencia de uso de métodos anticonceptivos (% de mujeres entre 15 y 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","Migración neta",NA,NA,-9002,NA,NA,NA,NA,-5500,NA,NA,NA,NA
"967","Personas desempleadas con educación básica (% del desempleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","Empleo de tiempo parcial, mujeres (% del total de mujeres empleadas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","Fuerza laboral con educación avanzada, varones (% de la fuerza laboral masculina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","Niños económicamente activos, que sólo trabajan, mujeres (% para cada edad de niñas entre los 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","Niños que trabajan, independientes (% de niños y niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","Niños que trabajan, trabajadores familiares sin salario (% de niños y niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","Independientes, total (% del empleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","Empleo infantil en la agricultura, varones (% para cada edad de niños entre 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","Domestic private health expenditure per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","Current health expenditure (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","Tasa de detección de casos de tuberculosis (%, todas las formas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","People using safely managed sanitation services (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","Prevalencia de desnutrición, peso para la edad (% de niños menores de cinco años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","Personal especializado en cirugía (por cada 100 000 habitantes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","Cobertura del tratamiento antirretroviral (% de las personas que viven con el VIH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","Tasa de mortalidad, menores de 5 años, mujeres (por cada 1.000 nacidos vivos)",166.2,160.9,156.1,151.5,147.1,143.3,139.9,136.7,133.8,131.1,128.3,125.1
"985","Number of deaths ages 10-14 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","Proporción de mujeres víctimas de violencia física o sexual en los últimos 12 meses (% de mujeres de entre 15 y 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","Gasto corriente en educación, nivel terciario (% del gasto total en instituciones de educación de nivel terciario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","Nivel de instrucción, al menos nivel de doctorado o equivalente, población de más de 25 años, mujeres (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","Maestros capacitados en el ciclo inferior de la educación de nivel secundario, varones (% de maestros varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","Proporción alumnos-maestro, nivel secundario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.80515
"991","Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8033409118652
"992","Maestros capacitados en educación de nivel primario, varones (% del total de maestros varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","Tasa neta de ingreso en primer grado, varones (% de población en edad escolar oficial)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","Nivel de instrucción, al menos escuela primaria completa, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Proporción de niñas con respecto a niños en educación primaria y secundaria (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943239986896515
"996","Cobertura de los programas de seguro social (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","Cobertura de los beneficios por desempleo y los ALMP (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","Impuestos netos sobre productos (UMN a precios actuales)",57779521.15114,50837695.1407254,45094626.6318088,68414494.3766637,95937866.3752123,90188999.9999999,102049000,123604000,128522000,135082000,138962000,135603000
"999","INB, PPA (dólares internacionales constantes de 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","PIB per cápita, PPA ($ a precios internacionales actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","Rentas forestales (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57589557296111,0.683265149938473
"1002","Ahorro neto ajustado, incluido el daño por emisión de partículas (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","Ahorro ajustado: agotamiento de minerales (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105503.604930601,97178.3288875902
"1004","Textiles e indumentaria (% del valor agregado en la industrialización)",NA,NA,NA,14.7840523614531,23.9948217888758,21.84028125,33.2603412560287,20.2471691243806,11.3628897894473,9.73840712192186,7.65681493098041,32.4698894571853
"1005","Industrialización, valor agregado (UMN a precios actuales)",339785362.760058,310189920.101726,295467880.976348,363129585.973374,482328784.262121,486793000,532187000,552414000,547384000,675820000,663527000,635741000
"1006","Balanza comercial de bienes y servicios (US$ a precios actuales)",-16897130.4297469,-20943996.6538385,-8394023.68118376,-13201937.6254755,-27926259.1849095,-31289999.1740041,-15272320.9397657,-49141556.4965222,-74264599.478406,-112019697.762319,-102156969.965122,-168274664.143004
"1007","Formación bruta de capital fijo (% del PIB)",11.9989861173147,12.1729024477648,10.9093054513568,10.9796583374642,10.7504068939721,10.6634634084188,11.2735030239133,13.4013380494693,14.8912238666255,14.2357526903325,15.7474733776701,18.610556140797
"1008","Gasto nacional bruto (US$ a precios constantes de 2010)",11203019649.7459,11757524088.4189,12053119214.1047,12345468182.6275,13360846656.7813,13741422532.887,13712627382.4281,14690770677.3869,15217625138.9077,15997068876.9324,17049496275.3344,18551564481.6028
"1009","Comunicaciones, computadoras, etc. (% de las exportaciones de servicios, balanza de pagos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","Saldo en cuenta corriente (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","Rendimiento de los cereales (kg por hectárea)",NA,1010.7,925,986.5,768.7,958.8,1007.2,893.2,823.3,1074,1093,961.9
"1012","Área de tierra urbana donde la elevación es inferior a 5 metros (kilómetros cuadrados)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","Acciones negociadas, índice de rotación de las acciones nacionales (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","Inversión extranjera directa, neta (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","Importaciones de servicios (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","Área de tierra (kilómetros cuadrados)",NA,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840
"1018","Tierras agrícolas (kilómetros cuadrados)",NA,47100,47100,47200,47200,47300,47300,47400,47350,47950,48550,49150
"1019","Intentional homicides, female (per 100,000 female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","Mercaderías exportadas hacia economías en desarrollo en Asia meridional (% del total de mercaderías exportadas)",NA,NA,NA,NA,NA,NA,1.92527912968795,NA,NA,NA,NA,NA
"1021","Export unit value index (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","Mercaderías importadas desde economías en desarrollo de Europa y Asia central (% del total de mercaderías importadas)",NA,NA,NA,NA,NA,0.00604631477114699,0.0114863312657937,NA,0.00782840144042586,NA,0.00365176745544844,0.0351679268507121
"1023","Participación de líneas arancelarias con tasas específicas, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","Participación de líneas arancelarias con tasas específicas, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","Turismo internacional, número de partidas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","Población, hombres",2271449,2337804,2406453,2477518,2551184,2627549,2706648,2788380,2872558,2958914,3047231,3137445
"1027","Población de 70 a 74 años, mujeres (% de la población femenina)",1.5337470562839,1.50566905070687,1.47710223098997,1.45018956329634,1.42688759479712,1.40772021713565,1.37519895839755,1.34577750581607,1.32132123711225,1.30374979609754,1.29335290000976,1.27576629257994
"1028","Población de 45 a 49 años, mujeres (% de la población femenina)",3.93246583836991,3.87233186524395,3.78525394912902,3.68792661857113,3.60397173518986,3.54429644374069,3.49338637405144,3.46276129009912,3.44806796728384,3.44207790827914,3.44093350914665,3.43771362718788
"1029","Población entre 15 y 64 años de edad, mujeres",1180140,1208029,1234955,1262677,1294145,1330771,1367557,1409657,1456153,1505308,1556117,1604987
"1030","Mujeres que se casaron por primera vez antes de los 18 (% de mujeres 10-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","Tasa de natalidad, nacidos vivos en un año (por cada 1.000 personas)",44.277,44.052,43.822,43.583,43.329,43.052,42.738,42.379,41.969,41.505,40.985,40.406
"1032","Niños que trabajan, trabajadores con salario, mujeres (% de niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","Personas desempleadas con educación avanzada (% del desempleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","Fuerza laboral con educación intermedia, mujeres (% de la fuerza laboral femenina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-64 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","Horas de trabajo promedio de niños, estudio y trabajo, de 7 a 14 años (horas por semana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","Empleo infantil en la industria (% para cada edad de niños entre 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","Trabajadores asalariados (empleados), total (% del empleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","Empleadores, total (% del empleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","Consumo medio o ingresos per cápita según encuestas, población total (USD por día según la PPA de 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","Poverty gap at $3.20 a day (2011 PPP) (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","Out-of-pocket expenditure per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","Prevalencia de emaciación grave, peso en relación con estatura, varones (% de niños menores de 5 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
